ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00741,INVALID_241_EXPIRED_WARRANTY,CUS00741,PROD00741,Air Conditioner,Aster,AST-AIR-0741,SN-2026-000741,2024-05-17,2027-08-15,2027-08-05,36,2027-05-17,Expired,-90,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2311.77,0.0,0.931,Web,Invalid Claim
CLM00742,INVALID_242_EXCLUDED_DAMAGE,CUS00742,PROD00742,Camera,NovaTech,NOV-CAM-0742,SN-2026-000742,2025-06-22,2026-06-22,2026-06-17,24,2027-06-22,Active,365,No,Mechanical Failure,Physical Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1458.68,0.0,0.964,Web,Invalid Claim
CLM00743,INVALID_243_SERIAL_MISMATCH,CUS00743,PROD00743,Refrigerator,Aster,AST-REF-0743,SN-2026-000743,2024-06-05,2025-10-09,2025-09-26,24,2026-06-05,Active,239,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,3,1139.55,0.0,0.828,Mobile App,Invalid Claim
CLM00744,INVALID_244_UNAUTHORIZED_REPAIR,CUS00744,PROD00744,Printer,NovaTech,NOV-PRI-0744,SN-2026-000744,2023-05-18,2023-11-26,2023-11-24,24,2025-05-18,Active,539,No,Power Failure,Electrical Failure,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,No,1,566.58,236.7,0.931,Mobile App,Invalid Claim
CLM00745,INVALID_245_REPORTING_PERIOD,CUS00745,PROD00745,Refrigerator,PrimeView,PRI-REF-0745,SN-2026-000745,2024-01-02,2024-07-02,2024-05-03,12,2025-01-02,Active,116,No,Noise,Manufacturing Defect,Yes,No,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2273.99,0.0,0.935,Web,Invalid Claim
CLM00746,INVALID_246_DUPLICATE_CLAIM,CUS00746,PROD00746,Washing Machine,PrimeView,PRI-WAS-0746,SN-2026-000746,2024-09-25,2025-12-19,2025-12-15,24,2026-09-25,Active,280,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,1,2051.18,0.0,0.918,Mobile App,Invalid Claim
CLM00747,INVALID_247_EXPIRED_WARRANTY,CUS00747,PROD00747,Laptop,NovaTech,NOV-LAP-0747,SN-2026-000747,2023-09-26,2024-12-25,2024-12-15,12,2024-09-26,Expired,-90,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1217.25,0.0,0.858,Service Center,Invalid Claim
CLM00748,INVALID_248_EXCLUDED_DAMAGE,CUS00748,PROD00748,Washing Machine,Aster,AST-WAS-0748,SN-2026-000748,2025-04-20,2025-10-20,2025-10-15,12,2026-04-20,Active,182,Yes,Water Leakage,Accidental Damage,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,Yes,No,Yes,3,469.88,0.0,0.936,Web,Invalid Claim
CLM00749,INVALID_249_SERIAL_MISMATCH,CUS00749,PROD00749,Camera,PrimeView,PRI-CAM-0749,SN-2026-000749,2023-09-26,2024-04-25,2024-03-31,12,2024-09-26,Active,154,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,218.24,0.0,0.836,Email,Invalid Claim
CLM00750,INVALID_250_UNAUTHORIZED_REPAIR,CUS00750,PROD00750,Television,Aster,AST-TEL-0750,SN-2026-000750,2025-10-15,2027-04-07,2027-03-12,12,2026-10-15,Active,-174,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1805.72,893.01,0.936,Email,Invalid Claim
CLM00751,INVALID_251_REPORTING_PERIOD,CUS00751,PROD00751,Washing Machine,Aster,AST-WAS-0751,SN-2026-000751,2026-01-02,2026-07-02,2026-05-03,12,2027-01-02,Active,-394,No,Power Failure,Electrical Failure,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,No,Yes,3,388.31,658.6,0.928,Service Center,Invalid Claim
CLM00752,INVALID_252_DUPLICATE_CLAIM,CUS00752,PROD00752,Smartphone,ZenCore,ZEN-SMA-0752,SN-2026-000752,2023-10-27,2023-12-05,2023-12-01,12,2024-10-27,Active,327,No,Noise,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,2,1985.3,0.0,0.751,Web,Invalid Claim
CLM00753,INVALID_253_EXPIRED_WARRANTY,CUS00753,PROD00753,Air Conditioner,PrimeView,PRI-AIR-0753,SN-2026-000753,2026-03-12,2027-06-10,2027-05-31,12,2027-03-12,Expired,-90,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,477.6,0.0,0.931,Email,Invalid Claim
CLM00754,INVALID_254_EXCLUDED_DAMAGE,CUS00754,PROD00754,Washing Machine,Aster,AST-WAS-0754,SN-2026-000754,2025-11-03,2027-05-03,2027-04-28,36,2028-11-03,Active,550,No,Mechanical Failure,Physical Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,3,1098.89,0.0,0.879,Mobile App,Invalid Claim
CLM00755,INVALID_255_SERIAL_MISMATCH,CUS00755,PROD00755,Television,ZenCore,ZEN-TEL-0755,SN-2026-000755,2023-05-12,2025-07-27,2025-07-04,24,2025-05-12,Active,-76,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,No,Yes,No,No,No,Yes,Yes,0,1400.42,1298.9,0.892,Email,Invalid Claim
CLM00756,INVALID_256_UNAUTHORIZED_REPAIR,CUS00756,PROD00756,Laptop,ZenCore,ZEN-LAP-0756,SN-2026-000756,2025-08-22,2027-10-16,2027-09-23,24,2027-08-22,Active,-55,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,2,2095.83,516.98,0.752,Web,Invalid Claim
CLM00757,INVALID_257_REPORTING_PERIOD,CUS00757,PROD00757,Refrigerator,ZenCore,ZEN-REF-0757,SN-2026-000757,2023-01-10,2024-07-10,2024-05-11,36,2026-01-10,Active,778,Yes,Battery Problem,Electrical Failure,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,927.22,0.0,0.844,Service Center,Invalid Claim
CLM00758,INVALID_258_DUPLICATE_CLAIM,CUS00758,PROD00758,Television,NovaTech,NOV-TEL-0758,SN-2026-000758,2025-02-07,2027-03-27,2027-03-24,36,2028-02-07,Active,317,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,1,629.55,331.22,0.97,Web,Invalid Claim
CLM00759,INVALID_259_EXPIRED_WARRANTY,CUS00759,PROD00759,Smartphone,NovaTech,NOV-SMA-0759,SN-2026-000759,2025-12-23,2027-03-23,2027-03-13,12,2026-12-23,Expired,-90,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,No,No,No,Yes,3,1464.01,0.0,0.912,Mobile App,Invalid Claim
CLM00760,INVALID_260_EXCLUDED_DAMAGE,CUS00760,PROD00760,Refrigerator,HomePro,HOM-REF-0760,SN-2026-000760,2025-10-12,2026-04-12,2026-04-07,12,2026-10-12,Active,183,No,Connectivity Issue,Normal Wear,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2544.12,0.0,0.89,Web,Invalid Claim
CLM00761,INVALID_261_SERIAL_MISMATCH,CUS00761,PROD00761,Smartphone,NovaTech,NOV-SMA-0761,SN-2026-000761,2025-12-18,2027-05-05,2027-04-19,24,2027-12-18,Active,227,Yes,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,427.31,0.0,0.886,Mobile App,Invalid Claim
CLM00762,INVALID_262_UNAUTHORIZED_REPAIR,CUS00762,PROD00762,Refrigerator,Aster,AST-REF-0762,SN-2026-000762,2023-03-02,2025-06-21,2025-06-13,24,2025-03-02,Active,-111,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,No,No,No,No,Yes,Yes,0,256.18,1003.1,0.856,Mobile App,Invalid Claim
CLM00763,INVALID_263_REPORTING_PERIOD,CUS00763,PROD00763,Television,ZenCore,ZEN-TEL-0763,SN-2026-000763,2023-05-28,2024-05-28,2024-03-29,24,2025-05-28,Active,-61,No,Battery Problem,Manufacturing Defect,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,2763.82,0.0,0.939,Mobile App,Invalid Claim
CLM00764,INVALID_264_DUPLICATE_CLAIM,CUS00764,PROD00764,Printer,PrimeView,PRI-PRI-0764,SN-2026-000764,2025-04-13,2026-02-20,2026-02-11,12,2026-04-13,Active,52,Yes,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,1,373.83,0.0,0.918,Mobile App,Invalid Claim
CLM00765,INVALID_265_EXPIRED_WARRANTY,CUS00765,PROD00765,Refrigerator,ZenCore,ZEN-REF-0765,SN-2026-000765,2023-03-31,2025-06-29,2025-06-19,24,2025-03-31,Expired,-90,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1154.39,0.0,0.939,Web,Invalid Claim
CLM00766,INVALID_266_EXCLUDED_DAMAGE,CUS00766,PROD00766,Camera,PrimeView,PRI-CAM-0766,SN-2026-000766,2025-04-21,2026-10-21,2026-10-16,36,2028-04-21,Active,548,Yes,Display Failure,Accidental Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,954.75,0.0,0.956,Web,Invalid Claim
CLM00767,INVALID_267_SERIAL_MISMATCH,CUS00767,PROD00767,Smartphone,ZenCore,ZEN-SMA-0767,SN-2026-000767,2023-04-16,2023-10-28,2023-10-13,36,2026-04-16,Active,901,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,3,2415.41,0.0,0.779,Mobile App,Invalid Claim
CLM00768,INVALID_268_UNAUTHORIZED_REPAIR,CUS00768,PROD00768,Printer,Aster,AST-PRI-0768,SN-2026-000768,2024-07-31,2026-02-14,2026-01-16,36,2027-07-31,Active,532,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,2143.65,120.01,0.884,Mobile App,Invalid Claim
CLM00769,INVALID_269_REPORTING_PERIOD,CUS00769,PROD00769,Air Conditioner,PrimeView,PRI-AIR-0769,SN-2026-000769,2023-03-06,2023-09-06,2023-07-08,12,2024-03-06,Active,159,No,Mechanical Failure,Electrical Failure,Yes,No,No,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,No,No,3,1443.05,0.0,0.784,Web,Invalid Claim
CLM00770,INVALID_270_DUPLICATE_CLAIM,CUS00770,PROD00770,Printer,PrimeView,PRI-PRI-0770,SN-2026-000770,2025-09-30,2026-08-29,2026-08-09,36,2028-09-30,Active,763,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,1,2969.92,546.99,0.816,Web,Invalid Claim
CLM00771,INVALID_271_EXPIRED_WARRANTY,CUS00771,PROD00771,Laptop,PrimeView,PRI-LAP-0771,SN-2026-000771,2024-04-16,2026-07-15,2026-07-05,24,2026-04-16,Expired,-90,Yes,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,2623.27,0.0,0.949,Mobile App,Invalid Claim
CLM00772,INVALID_272_EXCLUDED_DAMAGE,CUS00772,PROD00772,Smartphone,HomePro,HOM-SMA-0772,SN-2026-000772,2026-02-15,2027-02-15,2027-02-10,24,2028-02-15,Active,365,No,Power Failure,Water Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,1372.19,0.0,0.861,Web,Invalid Claim
CLM00773,INVALID_273_SERIAL_MISMATCH,CUS00773,PROD00773,Washing Machine,ZenCore,ZEN-WAS-0773,SN-2026-000773,2025-01-01,2026-09-24,2026-09-14,24,2027-01-01,Active,99,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,2,1495.75,0.0,0.767,Web,Invalid Claim
CLM00774,INVALID_274_UNAUTHORIZED_REPAIR,CUS00774,PROD00774,Refrigerator,ZenCore,ZEN-REF-0774,SN-2026-000774,2023-02-25,2024-09-22,2024-08-27,36,2026-02-25,Active,521,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,348.37,739.53,0.97,Service Center,Invalid Claim
CLM00775,INVALID_275_REPORTING_PERIOD,CUS00775,PROD00775,Refrigerator,PrimeView,PRI-REF-0775,SN-2026-000775,2024-04-12,2025-04-12,2025-02-11,24,2026-04-12,Active,276,No,Connectivity Issue,Manufacturing Defect,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,No,2,2370.98,0.0,0.942,Web,Invalid Claim
CLM00776,INVALID_276_DUPLICATE_CLAIM,CUS00776,PROD00776,Smartphone,HomePro,HOM-SMA-0776,SN-2026-000776,2024-08-23,2025-10-04,2025-09-08,24,2026-08-23,Active,323,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,3,2284.34,0.0,0.87,Service Center,Invalid Claim
CLM00777,INVALID_277_EXPIRED_WARRANTY,CUS00777,PROD00777,Smartphone,HomePro,HOM-SMA-0777,SN-2026-000777,2024-01-05,2026-04-05,2026-03-26,24,2026-01-05,Expired,-90,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,2054.87,0.0,0.887,Email,Invalid Claim
CLM00778,INVALID_278_EXCLUDED_DAMAGE,CUS00778,PROD00778,Air Conditioner,HomePro,HOM-AIR-0778,SN-2026-000778,2024-11-21,2025-11-21,2025-11-16,24,2026-11-21,Active,365,No,Display Failure,Water Damage,No,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1972.73,0.0,0.825,Mobile App,Invalid Claim
CLM00779,INVALID_279_SERIAL_MISMATCH,CUS00779,PROD00779,Washing Machine,HomePro,HOM-WAS-0779,SN-2026-000779,2025-07-14,2026-11-08,2026-10-19,12,2026-07-14,Active,-117,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,No,Yes,No,Yes,No,No,Yes,3,512.84,0.0,0.971,Service Center,Invalid Claim
CLM00780,INVALID_280_UNAUTHORIZED_REPAIR,CUS00780,PROD00780,Laptop,ZenCore,ZEN-LAP-0780,SN-2026-000780,2025-04-19,2027-04-18,2027-04-11,12,2026-04-19,Active,-364,Yes,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,No,No,No,No,Yes,Yes,1,391.41,917.62,0.938,Email,Invalid Claim
CLM00781,INVALID_281_REPORTING_PERIOD,CUS00781,PROD00781,Smartphone,HomePro,HOM-SMA-0781,SN-2026-000781,2024-12-22,2025-06-22,2025-04-23,12,2025-12-22,Active,227,No,Water Leakage,Manufacturing Defect,Yes,No,Yes,Yes,Yes,No,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1528.25,0.0,0.942,Email,Invalid Claim
CLM00782,INVALID_282_DUPLICATE_CLAIM,CUS00782,PROD00782,Camera,Aster,AST-CAM-0782,SN-2026-000782,2024-02-20,2025-04-06,2025-04-03,12,2025-02-20,Active,-45,No,Overheating,Electrical Failure,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,Yes,Yes,No,No,No,2,1092.43,278.58,0.941,Email,Invalid Claim
CLM00783,INVALID_283_EXPIRED_WARRANTY,CUS00783,PROD00783,Printer,ZenCore,ZEN-PRI-0783,SN-2026-000783,2025-05-12,2027-08-10,2027-07-31,24,2027-05-12,Expired,-90,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,163.6,0.0,0.847,Service Center,Invalid Claim
CLM00784,INVALID_284_EXCLUDED_DAMAGE,CUS00784,PROD00784,Refrigerator,Aster,AST-REF-0784,SN-2026-000784,2023-04-21,2024-04-21,2024-04-16,24,2025-04-21,Active,365,No,Power Failure,Physical Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1272.29,0.0,0.93,Mobile App,Invalid Claim
CLM00785,INVALID_285_SERIAL_MISMATCH,CUS00785,PROD00785,Smartphone,NovaTech,NOV-SMA-0785,SN-2026-000785,2024-12-15,2025-11-21,2025-10-31,24,2026-12-15,Active,389,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,Yes,No,No,Yes,1,427.9,0.0,0.911,Web,Invalid Claim
CLM00786,INVALID_286_UNAUTHORIZED_REPAIR,CUS00786,PROD00786,Laptop,ZenCore,ZEN-LAP-0786,SN-2026-000786,2025-04-20,2025-11-16,2025-11-03,12,2026-04-20,Active,155,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2351.43,232.97,0.89,Mobile App,Invalid Claim
CLM00787,INVALID_287_REPORTING_PERIOD,CUS00787,PROD00787,Camera,NovaTech,NOV-CAM-0787,SN-2026-000787,2023-03-12,2024-09-12,2024-07-14,36,2026-03-12,Active,749,Yes,Display Failure,Electrical Failure,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,Yes,No,No,Yes,2,2859.43,0.0,0.926,Email,Invalid Claim
CLM00788,INVALID_288_DUPLICATE_CLAIM,CUS00788,PROD00788,Refrigerator,PrimeView,PRI-REF-0788,SN-2026-000788,2025-08-04,2027-11-01,2027-10-24,24,2027-08-04,Active,-89,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,2,499.86,0.0,0.827,Service Center,Invalid Claim
CLM00789,INVALID_289_EXPIRED_WARRANTY,CUS00789,PROD00789,Air Conditioner,HomePro,HOM-AIR-0789,SN-2026-000789,2023-06-11,2026-09-09,2026-08-30,36,2026-06-11,Expired,-90,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,2793.99,0.0,0.961,Mobile App,Invalid Claim
CLM00790,INVALID_290_EXCLUDED_DAMAGE,CUS00790,PROD00790,Printer,HomePro,HOM-PRI-0790,SN-2026-000790,2024-01-31,2025-07-31,2025-07-26,36,2027-01-31,Active,549,No,Noise,Normal Wear,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,2261.13,0.0,0.799,Mobile App,Invalid Claim
CLM00791,INVALID_291_SERIAL_MISMATCH,CUS00791,PROD00791,Camera,PrimeView,PRI-CAM-0791,SN-2026-000791,2026-03-20,2028-06-01,2028-05-10,36,2029-03-20,Active,292,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,Yes,No,No,Yes,No,No,No,No,Yes,0,2215.09,0.0,0.981,Email,Invalid Claim
CLM00792,INVALID_292_UNAUTHORIZED_REPAIR,CUS00792,PROD00792,Television,NovaTech,NOV-TEL-0792,SN-2026-000792,2025-03-06,2026-02-04,2026-01-18,36,2028-03-06,Active,761,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2260.21,163.69,0.934,Email,Invalid Claim
CLM00793,INVALID_293_REPORTING_PERIOD,CUS00793,PROD00793,Camera,PrimeView,PRI-CAM-0793,SN-2026-000793,2023-06-26,2024-12-26,2024-10-27,36,2026-06-26,Active,422,No,Display Failure,Electrical Failure,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,1627.69,564.6,0.76,Service Center,Invalid Claim
CLM00794,INVALID_294_DUPLICATE_CLAIM,CUS00794,PROD00794,Printer,Aster,AST-PRI-0794,SN-2026-000794,2025-12-12,2027-08-13,2027-07-21,36,2028-12-12,Active,487,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,1,925.69,757.35,0.858,Service Center,Invalid Claim
CLM00795,INVALID_295_EXPIRED_WARRANTY,CUS00795,PROD00795,Television,Aster,AST-TEL-0795,SN-2026-000795,2024-09-10,2025-12-09,2025-11-29,12,2025-09-10,Expired,-90,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,Yes,No,Yes,Yes,1,922.41,0.0,0.906,Web,Invalid Claim
CLM00796,INVALID_296_EXCLUDED_DAMAGE,CUS00796,PROD00796,Laptop,ZenCore,ZEN-LAP-0796,SN-2026-000796,2025-09-04,2026-03-04,2026-02-27,12,2026-09-04,Active,184,Yes,Power Failure,Physical Damage,No,Yes,No,No,Yes,Yes,Yes,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,No,3,2364.82,0.0,0.837,Service Center,Invalid Claim
CLM00797,INVALID_297_SERIAL_MISMATCH,CUS00797,PROD00797,Air Conditioner,PrimeView,PRI-AIR-0797,SN-2026-000797,2023-03-18,2025-06-23,2025-05-27,12,2024-03-18,Active,-462,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,2,2184.98,0.0,0.876,Service Center,Invalid Claim
CLM00798,INVALID_298_UNAUTHORIZED_REPAIR,CUS00798,PROD00798,Washing Machine,Aster,AST-WAS-0798,SN-2026-000798,2023-03-20,2024-10-25,2024-10-17,12,2024-03-20,Active,-219,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,1386.28,1155.05,0.862,Email,Invalid Claim
CLM00799,INVALID_299_REPORTING_PERIOD,CUS00799,PROD00799,Camera,NovaTech,NOV-CAM-0799,SN-2026-000799,2025-06-23,2026-12-23,2026-10-24,36,2028-06-23,Active,600,No,Battery Problem,Electrical Failure,Yes,No,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,1002.98,0.0,0.939,Email,Invalid Claim
CLM00800,INVALID_300_DUPLICATE_CLAIM,CUS00800,PROD00800,Television,ZenCore,ZEN-TEL-0800,SN-2026-000800,2024-11-01,2026-07-09,2026-06-26,36,2027-11-01,Active,480,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,3,1289.65,0.0,0.897,Mobile App,Invalid Claim
CLM00801,INVALID_301_EXPIRED_WARRANTY,CUS00801,PROD00801,Smartphone,HomePro,HOM-SMA-0801,SN-2026-000801,2025-02-05,2027-05-06,2027-04-26,24,2027-02-05,Expired,-90,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2493.49,0.0,0.952,Web,Invalid Claim
CLM00802,INVALID_302_EXCLUDED_DAMAGE,CUS00802,PROD00802,Refrigerator,Aster,AST-REF-0802,SN-2026-000802,2023-12-08,2024-06-08,2024-06-03,12,2024-12-08,Active,183,No,Display Failure,Accidental Damage,No,Yes,No,Yes,No,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,No,1,1074.53,0.0,0.803,Mobile App,Invalid Claim
CLM00803,INVALID_303_SERIAL_MISMATCH,CUS00803,PROD00803,Air Conditioner,ZenCore,ZEN-AIR-0803,SN-2026-000803,2025-07-16,2025-12-13,2025-11-22,36,2028-07-16,Active,946,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,1963.51,0.0,0.903,Web,Invalid Claim
